"ID","Name","Station","Latitude","Longitude","Elevation","Depth","Avg_Depth","Beginning_Year","Ending_Year","Missing_Years","Percentage_Missing_Values","Number_of_Full_Years","Filename","Land_Cover"
1418,"Urgons","SMOSMANIA",43.6397,-0.435,145,"0.2-0.2",0.2,2007,2016,NA,0,10,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Savenes/SMOSMANIA_SMOSMANIA_Savenes_sm_0.100000_0.100000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1419,"Urgons","SMOSMANIA",43.6397,-0.435,145,"0.2-0.2",0.2,2016,2024,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Savenes/SMOSMANIA_SMOSMANIA_Savenes_sm_0.100000_0.100000_ThetaProbe-ML3_19500101_20241016.stm","Cropland, rainfed"
1420,"Urgons","SMOSMANIA",43.6397,-0.435,145,"0.3-0.3",0.3,2007,2024,NA,0,18,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Savenes/SMOSMANIA_SMOSMANIA_Savenes_sm_0.200000_0.200000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1421,"Villevielle","SMOSMANIA",43.79517,4.09083,41,"0.05-0.05",0.05,2008,2021,NA,0,14,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Savenes/SMOSMANIA_SMOSMANIA_Savenes_sm_0.200000_0.200000_ThetaProbe-ML3_19500101_20241016.stm","Cropland, rainfed"
1422,"Villevielle","SMOSMANIA",43.79517,4.09083,41,"0.1-0.1",0.1,2008,2015,NA,0,8,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Savenes/SMOSMANIA_SMOSMANIA_Savenes_sm_0.300000_0.300000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1423,"Villevielle","SMOSMANIA",43.79517,4.09083,41,"0.1-0.1",0.1,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Savenes/SMOSMANIA_SMOSMANIA_Savenes_sm_0.300000_0.300000_ThetaProbe-ML3_19500101_20241016.stm","Cropland, rainfed"
1424,"Villevielle","SMOSMANIA",43.79517,4.09083,41,"0.2-0.2",0.2,2008,2015,NA,0,8,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Urgons/SMOSMANIA_SMOSMANIA_Urgons_sm_0.050000_0.050000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1425,"Villevielle","SMOSMANIA",43.79517,4.09083,41,"0.2-0.2",0.2,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Urgons/SMOSMANIA_SMOSMANIA_Urgons_sm_0.100000_0.100000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1426,"Villevielle","SMOSMANIA",43.79517,4.09083,41,"0.3-0.3",0.3,2008,2024,NA,0,17,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Urgons/SMOSMANIA_SMOSMANIA_Urgons_sm_0.200000_0.200000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1427,"CAN-CT-NT","STEMS",44.68253,8.62641,275,"0.1-0.1",0.1,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Urgons/SMOSMANIA_SMOSMANIA_Urgons_sm_0.200000_0.200000_ThetaProbe-ML3_19500101_20241016.stm","Cropland, rainfed"
1428,"CAN-CT-NT","STEMS",44.68253,8.62641,275,"0.2-0.2",0.2,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Urgons/SMOSMANIA_SMOSMANIA_Urgons_sm_0.300000_0.300000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed"
1429,"CAN-CT-NT","STEMS",44.68253,8.62641,275,"0.3-0.3",0.3,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Villevielle/SMOSMANIA_SMOSMANIA_Villevielle_sm_0.050000_0.050000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed / Tree or shrub cover"
1430,"CAN-CT-NT","STEMS",44.68253,8.62641,275,"0.4-0.4",0.4,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Villevielle/SMOSMANIA_SMOSMANIA_Villevielle_sm_0.100000_0.100000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed / Tree or shrub cover"
1432,"CAN-CT-T","STEMS",44.68253,8.62639,275,"0.1-0.1",0.1,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Villevielle/SMOSMANIA_SMOSMANIA_Villevielle_sm_0.200000_0.200000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed / Tree or shrub cover"
1433,"CAN-CT-T","STEMS",44.68253,8.62639,275,"0.2-0.2",0.2,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Villevielle/SMOSMANIA_SMOSMANIA_Villevielle_sm_0.200000_0.200000_ThetaProbe-ML3_19500101_20241016.stm","Cropland, rainfed / Tree or shrub cover"
1434,"CAN-CT-T","STEMS",44.68253,8.62639,275,"0.3-0.3",0.3,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/SMOSMANIA/Villevielle/SMOSMANIA_SMOSMANIA_Villevielle_sm_0.300000_0.300000_ThetaProbe-ML2X_19500101_20241016.stm","Cropland, rainfed / Tree or shrub cover"
1435,"CAN-CT-T","STEMS",44.68253,8.62639,275,"0.4-0.4",0.4,2015,2023,2018,11.1111111111111,8,"/home/xosto002/Beachelor_thesis/STEMS/CAN-CT-NT/STEMS_STEMS_CAN-CT-NT_sm_0.100000_0.100000_5TM_19500101_20241016.stm","Cropland, rainfed Vineyard (Level 1, CCI-LC)"
1437,"CAN-GC-NT","STEMS",44.68278,8.6267,275,"0.1-0.1",0.1,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/STEMS/CAN-CT-NT/STEMS_STEMS_CAN-CT-NT_sm_0.300000_0.300000_5TM_19500101_20241016.stm","Cropland, rainfed Vineyard (Level 1, CCI-LC)"
1438,"CAN-GC-NT","STEMS",44.68278,8.6267,275,"0.2-0.2",0.2,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/STEMS/CAN-CT-NT/STEMS_STEMS_CAN-CT-NT_sm_0.400000_0.400000_5TM_19500101_20241016.stm","Cropland, rainfed Vineyard (Level 1, CCI-LC)"
1439,"CAN-GC-T","STEMS",44.68277,8.62669,275,"0.1-0.1",0.1,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/STEMS/CAN-CT-NT/STEMS_STEMS_CAN-CT-NT_sm_0.500000_0.500000_EC5_19500101_20241016.stm","Cropland, rainfed Vineyard (Level 1, CCI-LC)"
1440,"CAN-GC-T","STEMS",44.68277,8.62669,275,"0.2-0.2",0.2,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/STEMS/CAN-CT-T/STEMS_STEMS_CAN-CT-T_sm_0.100000_0.100000_5TM_19500101_20241016.stm","Cropland, rainfed Vineyard (Level 1, CCI-LC)"
1441,"CAN-GC-T","STEMS",44.68277,8.62669,275,"0.3-0.3",0.3,2015,2023,NA,0,9,"/home/xosto002/Beachelor_thesis/STEMS/CAN-CT-T/STEMS_STEMS_CAN-CT-T_sm_0.200000_0.200000_5TM_19500101_20241016.stm","Cropland, rainfed Vineyard (Level 1, CCI-LC)"
1457,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.300000_0.300000_D-LOG-mpts_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1458,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.300000_0.300000_PR2---Profile-Probe_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1459,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.400000_0.400000_D-LOG-mpts_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1460,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.400000_0.400000_PR2---Profile-Probe_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1461,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.500000_0.500000_D-LOG-mpts_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1462,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.600000_0.600000_PR2---Profile-Probe_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1463,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_0.600000_1.000000_D-LOG-mpts_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1464,"P1","SWEX_POLAND",51.4824,23.10283,178,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/MarshBubnow,Polesie/SWEX-POLAND_SWEX-POLAND_MarshBubnow,Polesie_sm_1.000000_1.000000_PR2---Profile-Probe_19500101_20241016.stm","Tree cover, mixed leaf type (broadleaved and needleleaved)"
1465,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.100000_0.100000_D-LOG-mpts-A_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1466,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.100000_0.100000_D-LOG-mpts-B_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1467,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.100000_0.100000_D-LOG-mpts-C_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1468,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.1-0.1",0.1,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.100000_0.100000_D-LOG-mpts-D_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1469,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.500000_0.500000_D-LOG-mpts-A_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1470,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.500000_0.500000_D-LOG-mpts-B_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1471,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.500000_0.500000_D-LOG-mpts-C_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1472,"P2","SWEX_POLAND",51.47351,23.1123,164,"0.5-0.5",0.5,2008,2013,NA,0,6,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P1/SWEX-POLAND_SWEX-POLAND_P1_sm_0.500000_0.500000_D-LOG-mpts-D_19500101_20241016.stm","Tree cover, needleleaved, evergreen, closed to open (>15%)"
1481,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.1-0.1",0.1,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.100000_0.100000_D-LOG-mpts-A_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1482,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.1-0.1",0.1,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.100000_0.100000_D-LOG-mpts-B_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1483,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.1-0.1",0.1,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.100000_0.100000_D-LOG-mpts-C_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1484,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.1-0.1",0.1,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.100000_0.100000_D-LOG-mpts-D_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1485,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.5-0.5",0.5,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.500000_0.500000_D-LOG-mpts-A_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1486,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.5-0.5",0.5,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.500000_0.500000_D-LOG-mpts-B_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1487,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.5-0.5",0.5,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.500000_0.500000_D-LOG-mpts-C_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1488,"P4","SWEX_POLAND",51.45345,23.13518,167,"0.5-0.5",0.5,2000,2012,2001,2002,2003,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/P3/SWEX-POLAND_SWEX-POLAND_P3_sm_0.500000_0.500000_D-LOG-mpts-D_19500101_20241016.stm","Shrub or herbaceous cover, flooded, fresh/saline/brakish water"
2004," 2005"," 2006",2007,53.8461538461538,6,"",NA,NA,NA,NA,NA,NA,NA,NA
1503,"Gevenich","TERENO",50.9892,6.32355,84,"0.05-0.05",0.05,2011,2019,NA,0,9,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.300000_0.300000_D-LOG-mpts_19500101_20241016.stm","Cropland, rainfed"
1504,"Gevenich","TERENO",50.9892,6.32355,84,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.300000_0.300000_PR2---Profile-Probe_19500101_20241016.stm","Cropland, rainfed"
1505,"Gevenich","TERENO",50.9892,6.32355,84,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.400000_0.400000_D-LOG-mpts_19500101_20241016.stm","Cropland, rainfed"
1506,"Gevenich","TERENO",50.9892,6.32355,84,"0.2-0.2",0.2,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.400000_0.400000_PR2---Profile-Probe_19500101_20241016.stm","Cropland, rainfed"
1507,"Gevenich","TERENO",50.9892,6.32355,84,"0.2-0.2",0.2,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.500000_0.500000_D-LOG-mpts_19500101_20241016.stm","Cropland, rainfed"
1508,"Gevenich","TERENO",50.9892,6.32355,84,"0.2-0.2",0.2,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.600000_0.600000_PR2---Profile-Probe_19500101_20241016.stm","Cropland, rainfed"
1509,"Gevenich","TERENO",50.9892,6.32355,84,"0.5-0.5",0.5,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_0.600000_1.000000_D-LOG-mpts_19500101_20241016.stm","Cropland, rainfed"
1510,"Gevenich","TERENO",50.9892,6.32355,84,"0.5-0.5",0.5,2015,2024,NA,0,10,"/home/xosto002/Beachelor_thesis/SWEX_POLAND/Trzebieszow,Podlasie/SWEX-POLAND_SWEX-POLAND_Trzebieszow,Podlasie_sm_1.000000_1.000000_PR2---Profile-Probe_19500101_20241016.stm","Cropland, rainfed"
1511,"Gevenich","TERENO",50.9892,6.32355,84,"0.5-0.5",0.5,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Cropland, rainfed"
1512,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Cropland, rainfed"
1513,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.05-0.05",0.05,2011,2024,2016,2017,2018,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Cropland, rainfed"
2019,"28.5714285714286","10",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
1514,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.05-0.05",0.05,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Cropland, rainfed"
1515,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.2-0.2",0.2,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Cropland, rainfed"
1516,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.2-0.2",0.2,2011,2023,2020,2021,2022,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Cropland, rainfed"
23.0769230769231,"10","",NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA
1517,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.2-0.2",0.2,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Cropland, rainfed"
1518,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.5-0.5",0.5,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Cropland, rainfed"
1519,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.5-0.5",0.5,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Gevenich/TERENO_TERENO_Gevenich_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Cropland, rainfed"
1520,"Merzenhausen","TERENO",50.9303,6.29747,94,"0.5-0.5",0.5,2011,2024,NA,0,14,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Cropland, rainfed"
1521,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.05-0.05",0.05,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Cropland, rainfed"
1522,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.05-0.05",0.05,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Cropland, rainfed"
1523,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.05-0.05",0.05,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Cropland, rainfed"
1524,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.2-0.2",0.2,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Cropland, rainfed"
1525,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.2-0.2",0.2,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Cropland, rainfed"
1526,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.2-0.2",0.2,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Cropland, rainfed"
1527,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.5-0.5",0.5,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Cropland, rainfed"
1528,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.5-0.5",0.5,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Merzenhausen/TERENO_TERENO_Merzenhausen_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Cropland, rainfed"
1529,"Schoeneseiffen","TERENO",50.5149,6.37559,612,"0.5-0.5",0.5,2009,2024,NA,0,16,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Grassland"
1530,"Selhausen","TERENO",50.8691,6.44954,103.76,"0.05-0.05",0.05,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Grassland"
1531,"Selhausen","TERENO",50.8691,6.44954,103.76,"0.05-0.05",0.05,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.050000_0.050000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Grassland"
1532,"Selhausen","TERENO",50.8691,6.44954,103.76,"0.05-0.05",0.05,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Grassland"
1533,"Selhausen","TERENO",50.8691,6.44954,103.76,"0.2-0.2",0.2,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-B_19500101_20241016.stm","Grassland"
1534,"Selhausen","TERENO",50.8691,6.44954,103.76,"0.2-0.2",0.2,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.200000_0.200000_Hydraprobe-II-Sdi-12-C_19500101_20241016.stm","Grassland"
1535,"Selhausen","TERENO",50.8691,6.44954,103.76,"0.2-0.2",0.2,2013,2024,NA,0,12,"/home/xosto002/Beachelor_thesis/TERENO/Schoeneseiffen/TERENO_TERENO_Schoeneseiffen_sm_0.500000_0.500000_Hydraprobe-II-Sdi-12-A_19500101_20241016.stm","Grassland"
